MCXC,OName,AName,RAh,RAm,RAs,DE-,DEd,DEm,DEs,RAdeg,DEdeg,GLON,GLAT,z,Cat,Sub-Cat,Scale,L500,M500,R500,Notes,Cat1,Cat2,Cat3,Cat4,L500r1,L500r2,L500r3,L500r4,r
J1305.9-3739,RXCJ1305.9-3739,S0721,13,5,54.5,-,37,39,41,196.477,-37.661,306.095,25.122,0.0497,NORAS/REFLEX,REFLEX,0.972,0.455873,1.2242,0.7432,"DB,two maxima/NE-SW",,,,,,,,,-0.48523402427258994
J1305.9+3054,RXC J1305.9+3054,A1677,13,5,54.7,,30,54,23,196.478,30.906,83.851,85.073,0.1832,NORAS/REFLEX,NORAS,3.078,3.187649,3.6434,1.0224,,BCS,,,,1.067,,,,
J1306.0+2630,ZwCl5699,ZwCl5699,13,6,1.7,,26,30,18,196.507,26.505,22.92,86.686,0.3063,BCS,eBCS,4.519,7.589307,5.6206,1.1297,,,,,,,,,,
J1306.9+4633,RXC J1306.9+4633,A1682,13,6,54.7,,46,33,22,196.728,46.556,115.009,70.333,0.2259,NORAS/REFLEX,NORAS,3.625,5.132532,4.716,1.0974,,BCS,,,,1.128,,,,
J1307.8+2925,MS1305.4+2941,ZwCl5722,13,7,48.8,,29,25,47,196.953,29.43,66.442,85.723,0.241,EMSS,EMSS_1994,3.805,0.81466,1.5174,0.7479,,,,,,,,,,
J1308.5+5342,BVH2007 166,RX J1308.5+5342 (BSHARC),13,8,32.9,,53,42,15,197.137,53.704,117.305,63.237,0.33,400SD,400SD_SER,4.752,0.810685,1.4101,0.7062,,SHARC_BRIGHT,WARPSII,,,1.005,1.419,,,
J1309.2-0136,RXCJ1309.2-0136,MS1306.7,13,9,17.0,-,1,36,45,197.321,-1.613,312.143,60.94,0.088,NORAS/REFLEX,REFLEX,1.646,0.944863,1.8597,0.8439,,EMSS_1994,,,,0.89,,,,-0.46651749862246394
J1309.9+3222,RX J1309.9+3222,VMF98 131,13,9,55.6,,32,22,31,197.482,32.375,86.647,83.396,0.29,160SD,160SD,4.35,0.33597,0.8509,0.6058,,,,,,,,,,
J1311.0-0310,MACSJ1311.0-0310,MCS  J1311.0-0310,13,11,1.9,-,3,10,36,197.758,-3.177,312.553,59.329,0.494,MACS,MACS_MJFV,6.065,7.240105,4.1524,0.95,,,,,,,,,,
J1311.1+3913,RXC J1311.1+3913,A1691,13,11,9.9,,39,13,3,197.791,39.218,105.394,77.231,0.072,NORAS/REFLEX,NORAS,1.372,0.573064,1.3862,0.7692,,eBCS,,,,0.848,,,,-0.4743913401534351
J1311.2+3228,BVH2007 167,VMF98 132,13,11,12.7,,32,28,58,197.803,32.483,85.436,83.141,0.245,400SD,400SD_SER,3.852,1.137481,1.8542,0.7984,,EMSS_1994,160SD,SHARC_BRIGHT,WARPSII,0.881,1.015,1.02,1.153,
J1311.5-0120,RXCJ1311.4-0120,A1689,13,11,30.0,-,1,20,7,197.875,-1.335,313.361,61.129,0.1832,NORAS/REFLEX,REFLEX,3.078,12.524024,8.392,1.3502,,,,,,,,,,
J1311.5-0551,RX J1311.5-0551,VMF98 133,13,11,30.2,-,5,51,26,197.876,-5.857,312.038,56.659,0.461,160SD,160SD,5.839,1.395636,1.7633,0.7234,,,,,,,,,,
J1311.5+2200,ZwCl5768,ZwCl5768,13,11,32.2,,22,0,32,197.884,22.009,345.759,83.14,0.266,BCS,eBCS,4.091,5.929316,4.9919,1.1022,,,,,,,,,,
J1311.7+2201,RXC J1311.7+2201,,13,11,43.2,,22,1,36,197.93,22.027,346.125,83.125,0.1716,NORAS/REFLEX,NORAS,2.92,1.003046,1.8158,0.8139,,,,,,,,,,
J1311.8+3227,RX J1311.8+3227,,13,11,49.9,,32,27,41,197.958,32.461,84.492,83.073,0.43,SHARC,SHARC_BRIGHT,5.61,1.730126,2.0627,0.7715,,,,,,,,,,
J1312.3+3900,BVH2007 168,,13,12,19.4,,39,0,58,198.081,39.016,104.112,77.339,0.404,400SD,400SD_SER,5.406,1.875511,2.2138,0.7979,,,,,,,,,,
J1313.1+4616,RXC J1313.1+4616,A1697,13,13,6.4,,46,16,52,198.277,46.281,111.731,70.373,0.183,NORAS/REFLEX,NORAS,3.076,2.613452,3.2283,0.9821,,,,,,,,,,
J1313.6-3250,BVH2007 169,BS RXJ1313.6-3250,13,13,39.1,-,32,50,41,198.413,-32.845,308.308,29.795,0.0518,400SD,400SD_SER,1.011,0.024584,0.206,0.4101,,SHARC_SOUTH,,,,1.366,,,,-0.4840896941570898
J1314.2-0659,RXCJ1314.2-0659,A1698,13,14,13.5,-,6,59,36,198.556,-6.993,312.932,55.435,0.1892,NORAS/REFLEX,REFLEX,3.158,3.386654,3.7635,1.0313,,,,,,,,,,
J1314.2+4123,RXC J1314.2+4123,,13,14,14.7,,41,23,34,198.561,41.393,106.211,74.987,0.2011,NORAS/REFLEX,NORAS,3.314,1.597932,2.3593,0.879,,,,,,,,,,
J1314.4+6434,RXC J1314.4+6434,A1704,13,14,24.5,,64,34,40,198.602,64.578,118.898,52.37,0.22,NORAS/REFLEX,NORAS,3.552,4.155888,4.1653,1.0552,,eBCS,,,,1.129,,,,
J1314.4-2515,RXCJ1314.4-2515,,13,14,28.0,-,25,15,41,198.617,-25.261,309.482,37.317,0.2439,NORAS/REFLEX,REFLEX,3.839,9.892675,6.9392,1.2401,,,,,,,,,,
J1315.1+5149,RXC J1315.1+5149,A1703,13,15,6.6,,51,49,29,198.778,51.825,114.29,64.904,0.2836,NORAS/REFLEX,NORAS,4.283,5.423392,4.6626,1.0705,,,,,,,,,,
J1315.3-1623,RXCJ1315.3-1623,NGC 5044,13,15,24.0,-,16,23,23,198.85,-16.39,311.233,46.095,0.0087,NORAS/REFLEX,REFLEX,0.179,0.10521,0.5144,0.5638,L,,,,,,,,,-0.5044765536613467
J1316.0+2855,WARP J1316.0+2856S,GHO 1313+2911,13,16,4.0,,28,55,20,199.017,28.922,52.629,84.277,0.253,WARPS,WARPSII,3.945,0.241908,0.717,0.58,See WARPSII paper sect. 3.2.,,,,,,,,,
J1317.1-3821,RXCJ1317.1-3821,,13,17,9.6,-,38,21,42,199.29,-38.362,308.458,24.234,0.2553,NORAS/REFLEX,REFLEX,3.971,7.145512,5.6404,1.1526,,,,,,,,,,
J1319.7-2127,MS1317.0-2111,,13,19,44.7,-,21,27,23,199.936,-21.456,311.662,40.935,0.164,EMSS,EMSS_1994,2.814,0.806904,1.5992,0.7822,,,,,,,,,,
J1320.0+7003,RXC J1320.0+7003,A1722,13,20,4.4,,70,3,42,200.018,70.062,119.368,46.868,0.3275,NORAS/REFLEX,NORAS,4.728,6.148737,4.8603,1.0677,,MACS_BRIGHT,eBCS,,,0.685,1.521,,,
J1320.2+3308,RXC J1320.2+3308,NGC 5098,13,20,15.4,,33,8,30,200.064,33.142,78.676,81.345,0.0362,NORAS/REFLEX,NORAS,0.719,0.109082,0.5165,0.5598,,BCS,,,,1.418,,,,-0.4916822423448678
J1320.7-4102,RXCJ1320.7-4102,S0727,13,20,42.7,-,41,2,23,200.178,-41.04,308.859,21.495,0.0495,NORAS/REFLEX,REFLEX,0.968,0.275212,0.9,0.6708,,,,,,,,,,-0.4852903490704981
J1320.7-4855,RXC J1320.7-4855,,13,20,47.0,-,48,55,49,200.196,-48.93,307.885,13.659,0.227,CIZA,CIZAII,3.638,3.590285,3.7894,1.0199,,,,,,,,,,
J1320.9+3354,RXC J1320.9+3354,A1716,13,20,57.0,,33,54,15,200.237,33.904,81.585,80.716,0.182,NORAS/REFLEX,NORAS,3.062,1.669915,2.4586,0.8971,,,,,,,,,,
J1322.8+3138,RXC J1322.8+3138,,13,22,52.3,,31,38,45,200.718,31.646,68.232,81.801,0.3083,NORAS/REFLEX,NORAS,4.539,4.461179,4.0587,1.0128,,,,,,,,,,
J1323.5+1117,A1728,A1728,13,23,30.2,,11,17,46,200.876,11.296,329.928,72.466,0.0911,BCS,eBCS,1.697,0.793447,1.6682,0.8131,,,,,,,,,,-0.4649689892235388
J1324.1+1358,RXC J1324.1+1358,NGC 5129,13,24,11.9,,13,58,45,201.05,13.979,334.73,74.791,0.023,NORAS/REFLEX,NORAS,0.464,0.039969,0.2825,0.4596,,,,,,,,,,-0.4979469789219493
J1324.7-5736,RXC J1324.7-5736,,13,24,43.2,-,57,36,52,201.18,-57.614,307.394,4.969,0.019,CIZA,CIZAI,0.385,0.741785,1.6812,0.834,,,,,,,,,,-0.49973773838810887
J1325.0-3813,RX J1325.0-3814,BSe RXJ1325.0-3814,13,25,1.7,-,38,13,35,201.257,-38.227,310.156,24.174,0.296,SHARC,SHARC_SOUTH,4.413,0.463299,1.0301,0.6442,,,,,,,,,,
J1325.1-2014,RXCJ1325.1-2014,A1732,13,25,6.8,-,20,14,11,201.278,-20.236,313.574,41.938,0.1926,NORAS/REFLEX,REFLEX,3.203,3.746717,3.9924,1.0506,,,,,,,,,,
J1325.2+6550,RX J1325.2+6550,VMF98 134,13,25,14.9,,65,50,29,201.312,65.841,117.455,50.926,0.18,160SD,160SD,3.035,0.137534,0.5373,0.5408,WARPS2,WARPSII,,,,1.431,,,,
J1325.5-3825,RX J1325.5-3826,BSe RXJ1325.6-3825,13,25,34.9,-,38,25,50,201.395,-38.431,310.242,23.956,0.445,SHARC,SHARC_SOUTH,5.723,1.554645,1.9085,0.7474,,,,,,,,,,
J1325.8+5919,RXC J1325.8+5919,A1744,13,25,49.7,,59,19,21,201.457,59.322,114.824,57.261,0.1515,NORAS/REFLEX,NORAS,2.636,1.797908,2.6306,0.9274,,eBCS,,,,0.981,,,,
J1326.2+1230,RXC J1326.2+1230,A1735,13,26,17.2,,12,30,3,201.572,12.501,333.801,73.248,0.204,NORAS/REFLEX,NORAS,3.351,7.539523,6.0627,1.2027,,,,,,,,,,
J1326.2+0013,RXCJ1326.2+0013,RXJ1326.3+0013,13,26,17.8,,0,13,32,201.574,0.226,321.648,61.824,0.0826,NORAS/REFLEX,REFLEX,1.554,0.911157,1.8258,0.8402,X,BCS,,,,1.055,,,,-0.46919003649068064
J1326.9-2710,RXCJ1326.9-2710,A1736,13,26,54.0,-,27,10,60,201.725,-27.183,312.569,35.024,0.0458,NORAS/REFLEX,REFLEX,0.9,1.667482,2.7065,0.9694,L,,,,,,,,,-0.48708801701351423
J1327.9-3130,RXCJ1327.9-3130,A3558,13,27,57.5,-,31,30,9,201.99,-31.503,311.987,30.726,0.048,NORAS/REFLEX,REFLEX,0.941,3.138519,3.9741,1.101,"P,GR6,losStr",,,,,,,,,-0.4860268551627154
J1329.4+1143,BVH2007 170,"VMF98 136, NGC5171, NGC5176",13,29,27.8,,11,43,23,202.366,11.723,334.861,72.195,0.0228,400SD,400SD_SER,0.46,0.017446,0.1704,0.3884,,160SD,,,,0.832,,,,-0.4979142601665074
J1329.5+1147,RXC J1329.5+1147,MKW 11,13,29,32.1,,11,47,21,202.384,11.789,335.015,72.245,0.022,NORAS/REFLEX,NORAS,0.445,0.065077,0.3805,0.5078,,,,,,,,,,-0.4983541201324755
J1329.6+2946,BVH2007 NS 8,CGCG161-067,13,29,39.4,,29,46,5,202.414,29.768,52.618,81.198,0.0473,400SD,400SD_NONSER,0.928,0.018067,0.1713,0.3861,,,,,,,,,,-0.48647603070531154
J1329.7-3136,RXCJ1329.7-3136,A3558 (B),13,29,42.9,-,31,36,9,202.429,-31.603,312.396,30.565,0.0488,NORAS/REFLEX,REFLEX,0.955,0.796247,1.721,0.8328,"PB,GR6,losStr",,,,,,,,,-0.48563281827121757
J1329.8-3310,BVH2007 171,,13,29,49.4,-,33,10,23,202.456,-33.173,312.113,29.013,0.0511,400SD,400SD_SER,0.998,0.016981,0.1645,0.3805,,,,,,,,,,-0.48454881776959935
J1329.9+5834,WARP J1329.9+5834,,13,29,58.2,,58,34,9,202.493,58.569,113.494,57.847,0.302,WARPS,WARPSII,4.475,0.365238,0.8868,0.6114,,,,,,,,,,
J1330.8-0152,RXCJ1330.8-0152,A1750,13,30,49.9,-,1,52,22,202.708,-1.873,322.607,59.486,0.0852,NORAS/REFLEX,REFLEX,1.598,2.127767,3.0567,0.9968,"DL,large elongation towards NE,losStr",,,,,,,,,-0.46789055077580083
J1330.9+5814,WARP J1330.9+5814,,13,30,59.1,,58,14,56,202.746,58.249,113.082,58.117,0.31,WARPS,WARPSII,4.556,0.6467,1.2484,0.6832,,,,,,,,,,
J1331.5+1108,WARP J1331.5+1108,RX J133129.9+110802 (RIXOS),13,31,30.2,,11,8,4,202.876,11.134,335.351,71.438,0.085,WARPS,WARPSII,1.595,0.025591,0.2064,0.4059,,,,,,,,,,-0.46803663963329356
J1331.5+6238,BVH2007 172,,13,31,31.0,,62,38,24,202.879,62.64,115.137,53.877,0.219,400SD,400SD_SER,3.54,0.431904,1.0481,0.6664,,,,,,,,,,
J1331.5-3148,RXCJ1331.5-3148,A3558 (C),13,31,32.4,-,31,48,55,202.885,-31.815,312.796,30.287,0.0448,NORAS/REFLEX,REFLEX,0.881,0.241244,0.8332,0.6548,"PB,GR6",,,,,,,,,-0.4875722677169336
J1332.3-3308,RXCJ1332.3-3308,A3560,13,32,22.6,-,33,8,22,203.094,-33.139,312.722,28.953,0.0487,NORAS/REFLEX,REFLEX,0.954,0.766811,1.6821,0.8265,,,,,,,,,,-0.48570863548223675
J1332.5+5024,A1758b,A1758b,13,32,30.2,,50,24,32,203.126,50.409,107.075,65.436,0.28,BCS,BCS,4.244,4.177079,3.9877,1.0175,,,,,,,,,,
J1332.6+5419,RXC J1332.6+5419,,13,32,40.1,,54,19,14,203.167,54.32,110.183,61.775,0.1017,NORAS/REFLEX,NORAS,1.872,0.67064,1.4944,0.7811,,,,,,,,,,
J1332.7+5032,RXC J1332.7+5032,A1758a,13,32,43.1,,50,32,59,203.18,50.55,107.128,65.293,0.2799,NORAS/REFLEX,NORAS,4.243,10.988898,7.1929,1.2386,o,eBCS,,,,0.612,,,,
J1332.9-2519,RXCJ1332.9-2519,,13,32,55.8,-,25,19,26,203.233,-25.324,314.629,36.604,0.1199,NORAS/REFLEX,REFLEX,2.162,1.139833,2.0385,0.861,X,,,,,,,,,
J1333.6-3139,RXCJ1333.6-3139,A3562,13,33,36.3,-,31,39,40,203.401,-31.661,313.329,30.358,0.049,NORAS/REFLEX,REFLEX,0.959,1.345772,2.3698,0.9265,"P,GR6,losStr",,,,,,,,,-0.48555569185774183
J1333.6-2317,RXCJ1333.6-2317,A1757,13,33,42.0,-,23,17,2,203.425,-23.284,315.371,38.565,0.1264,NORAS/REFLEX,REFLEX,2.262,2.405416,3.1994,0.9984,,,,,,,,,,
J1334.1+2013,RXC J1334.1+2013,A1759,13,34,7.0,,20,13,51,203.529,20.231,359.96,78.049,0.171,NORAS/REFLEX,NORAS,2.912,1.889759,2.673,0.9261,,,,,,,,,,
J1334.3+5031,BVH2007 173,,13,34,20.4,,50,31,5,203.585,50.518,106.532,65.222,0.62,400SD,400SD_SER,6.786,3.405522,2.6559,0.7786,,SHARC_BRIGHT,,,,0.992,,,,
J1334.3+3441,RXC J1334.3+3441,NGC 5223,13,34,23.8,,34,41,28,203.599,34.691,74.978,78.093,0.024,NORAS/REFLEX,NORAS,0.484,0.033179,0.252,0.4423,,,,,,,,,,-0.49743359443469726
J1334.5+3756,RX J1334.5+3756,VMF98 138,13,34,34.4,,37,56,58,203.643,37.949,85.691,75.889,0.308,160SD,160SD,4.536,0.070778,0.3245,0.4363,,,,,,,,,,
J1335.0+3749,RX J1335.0+3750,VMF98 139,13,35,3.7,,37,49,60,203.765,37.833,85.077,75.907,0.382,160SD,160SD,5.223,0.21037,0.5938,0.5189,RDCS,,,,,,,,,
J1335.3+4059,RXC J1335.3+4059,A1763,13,35,18.2,,40,59,49,203.826,40.997,92.661,73.452,0.2279,NORAS/REFLEX,NORAS,3.649,8.101197,6.2197,1.2026,,BCS,,,,1.02,,,,
J1336.1+5912,RXC J1336.1+5912,A1767,13,36,6.1,,59,12,28,204.025,59.208,112.444,57.002,0.0701,NORAS/REFLEX,NORAS,1.338,1.370998,2.3626,0.9193,,BCS,,,,0.944,,,,-0.47532310614410167
J1336.6-3357,RXCJ1336.6-3357,A3565,13,36,38.8,-,33,57,30,204.162,-33.958,313.539,27.98,0.0123,NORAS/REFLEX,REFLEX,0.252,0.01074,0.1276,0.3539,,,,,,,,,,-0.5025908246280988
J1336.7+3837,RX J1336.7+3837,VMF98 140,13,36,42.1,,38,37,32,204.175,38.626,86.31,75.109,0.18,160SD,160SD,3.035,0.082806,0.3943,0.4878,,,,,,,,,,
J1337.1+2649,WARP J1337.1+2649,,13,37,10.9,,26,49,32,204.296,26.826,33.837,79.807,0.41,WARPS,WARPSII,5.454,0.777014,1.2872,0.6644,,,,,,,,,,
J1337.4-4120,RXCJ1337.4-4120,,13,37,28.2,-,41,20,1,204.367,-41.333,312.148,20.713,0.0519,NORAS/REFLEX,REFLEX,1.012,0.321234,0.9874,0.6913,,,,,,,,,,-0.4841472159592841
J1337.8+2638,RX J1337.8+2638,VMF98 142,13,37,50.4,,26,38,49,204.46,26.647,32.908,79.646,0.342,160SD,160SD,4.866,0.519477,1.0646,0.6401,WARPS2,WARPSII,,,,1.55,,,,
J1337.8+3854,RX J1337.8+3854,VMF98 143,13,37,53.3,,38,54,9,204.472,38.903,86.383,74.749,0.252,160SD,160SD,3.933,0.393893,0.9659,0.6408,,,,,,,,,,
J1338.0-2944,BVH2007 174,MS1335.2-2928,13,38,5.8,-,29,44,22,204.524,-29.739,314.885,32.047,0.189,400SD,400SD_SER,3.156,0.581972,1.2861,0.7211,,SHARC_SOUTH,EMSS_1994,,,1.066,1.216,,,
J1338.4+2644,WARP J1338.4+2644,,13,38,24.7,,26,44,40,204.603,26.744,33.507,79.527,0.029,WARPS,WARPSII,0.581,0.001953,0.0446,0.2481,,,,,,,,,,-0.4942069250000585
J1338.8+3851,BVH2007 175,3C28,13,38,50.2,,38,51,18,204.709,38.855,85.75,74.657,0.246,400SD,400SD_SER,3.864,1.455985,2.1537,0.839,see 400SD paper Sec. 4.1,,,,,,,,,
J1339.0+2745,WARP J1339.0+2745,,13,39,4.2,,27,45,24,204.768,27.757,39.074,79.417,0.13,WARPS,WARPSII,2.317,0.088286,0.4254,0.5089,"Sy2, See WARPSII paper sect. 3.2.",,,,,,,,,
J1339.5+1830,RXC J1339.5+1830,,13,39,34.8,,18,30,44,204.895,18.512,357.573,75.969,0.114,NORAS/REFLEX,NORAS,2.069,0.461912,1.1802,0.719,,,,,,,,,,
J1340.5+4017,BVH2007 176,VMF98 144,13,40,33.6,,40,17,46,205.14,40.296,88.4,73.37,0.171,400SD,400SD_SER,2.912,0.189478,0.6576,0.5803,,160SD,,,,1.007,,,,
J1340.9+3958,BVH2007 177,"VMF98 145, A1774",13,40,54.0,,39,58,28,205.225,39.974,87.475,73.566,0.169,400SD,400SD_SER,2.884,0.39078,1.024,0.673,,160SD,,,,1.015,,,,
J1341.8+2622,RXC J1341.8+2622,A1775,13,41,53.8,,26,22,19,205.474,26.372,31.955,78.715,0.0724,NORAS/REFLEX,NORAS,1.379,1.48629,2.4779,0.9333,,400SD_SER,160SD,BCS,,0.987,1.002,1.054,,-0.4741938363136721
J1342.0+0213,RXCJ1342.0+0213,A1773,13,42,5.5,,2,13,39,205.523,2.227,331.049,62.302,0.0765,NORAS/REFLEX,REFLEX,1.45,0.786086,1.6756,0.8181,,BCS,,,,0.953,,,,-0.47216931510450305
J1342.8+4028,RX J1342.8+4028,VMF98 148,13,42,49.1,,40,28,11,205.705,40.47,87.696,72.954,0.699,160SD,160SD,7.142,1.949147,1.767,0.6586,WARPS2,WARPSII,,,,1.195,,,,
J1343.4+4053,RX J1343.4+4053,VMF98 149,13,43,25.0,,40,53,14,205.854,40.887,88.358,72.568,0.14,160SD,160SD,2.468,0.097808,0.4495,0.5166,,,,,,,,,,
J1343.4+5546,BVH2007 179,"VMF98 150, A1783",13,43,27.8,,55,46,55,205.866,55.782,108.338,59.848,0.0673,400SD,400SD_SER,1.289,0.033106,0.2444,0.432,a part of A1783,160SD,,,,0.962,,,,-0.4765792598589096
J1343.7+5538,RX J1343.7+5538,A1783,13,43,45.3,,55,38,21,205.939,55.639,108.149,59.962,0.0766,SHARC,SHARC_BRIGHT,1.451,0.189253,0.7032,0.6125,,,,,,,,,,-0.47216656121344835
J1344.3+3906,RXC J1344.3+3906,,13,44,18.3,,39,6,43,206.076,39.112,83.666,73.722,0.2997,NORAS/REFLEX,NORAS,4.451,1.963241,2.4774,0.8619,,,,,,,,,,
J1346.2-1632,RXCJ1346.2-1632,,13,46,13.6,-,16,32,42,206.557,-16.545,321.439,44.349,0.0557,NORAS/REFLEX,REFLEX,1.082,0.252995,0.8514,0.6572,,,,,,,,,,-0.4823072409833266
J1346.8-3752,RXCJ1346.8-3752,A3570,13,46,52.5,-,37,52,28,206.719,-37.874,314.85,23.711,0.0377,NORAS/REFLEX,REFLEX,0.748,0.17958,0.6992,0.619,,,,,,,,,,-0.49088836096337357
J1347.2-3025,RXCJ1347.2-3025,A3574W,13,47,12.3,-,30,25,10,206.801,-30.419,316.949,30.93,0.0145,NORAS/REFLEX,REFLEX,0.296,0.014948,0.1559,0.378,"PX,GR7",,,,,,,,,-0.5016845397321006
J1347.4-3250,RXCJ1347.4-3250,A3571,13,47,28.4,-,32,50,59,206.868,-32.85,316.32,28.561,0.0391,NORAS/REFLEX,REFLEX,0.774,3.81992,4.5067,1.1514,L,,,,,,,,,-0.49027391689856836
J1347.5-1144,RXCJ1347.5-1144,RXJ1347.5-1145,13,47,30.0,-,11,44,56,206.875,-11.749,324.036,48.812,0.4516,NORAS/REFLEX,REFLEX,5.771,37.304424,13.1779,1.4195,losStr,MACS_BRIGHT,,,,1.135,,,,
J1348.8+2635,RXC J1348.8+2635,A1795,13,48,53.0,,26,35,44,207.221,26.596,33.822,77.184,0.0622,NORAS/REFLEX,NORAS,1.199,5.478067,5.528,1.2236,,BCS,,,,1.197,,,,-0.4791842367316236
J1348.9-2526,RXCJ1348.9-2526,A1791,13,48,55.8,-,25,26,31,207.233,-25.442,318.942,35.636,0.1269,NORAS/REFLEX,REFLEX,2.27,1.452597,2.3515,0.9008,,,,,,,,,,
J1349.0+4918,BVH2007 180,A1804,13,49,0.2,,49,18,33,207.251,49.309,100.204,65.201,0.167,400SD,400SD_SER,2.856,0.592506,1.3218,0.7333,a part of A1804,NORAS,,,,1.44,,,,
J1349.3-3018,RXCJ1349.3-3018,A3574E,13,49,19.3,-,30,18,34,207.33,-30.309,317.496,30.92,0.016,NORAS/REFLEX,REFLEX,0.326,0.04451,0.303,0.4715,"PX,GR7",,,,,,,,,-0.5011083164612576
J1349.3+2806,RXC J1349.3+2806,A1800,13,49,21.6,,28,6,13,207.34,28.104,40.626,77.14,0.0748,NORAS/REFLEX,NORAS,1.42,1.273561,2.2515,0.9033,,BCS,,,,1.171,,,,-0.47303424884482764
J1350.7-3343,RXCJ1350.7-3343,,13,50,43.9,-,33,43,17,207.683,-33.722,316.819,27.546,0.1142,NORAS/REFLEX,REFLEX,2.072,1.283421,2.2004,0.8849,,,,,,,,,,
J1350.8+6007,WARP J1350.8+6007,,13,50,50.3,,60,7,32,207.71,60.126,109.914,55.476,0.796,WARPS,WARPSII,7.495,4.315041,2.6419,0.7246,,,,,,,,,,
J1351.7+4622,RXC J1351.7+4622,,13,51,45.6,,46,22,0,207.94,46.367,95.12,67.37,0.0625,NORAS/REFLEX,NORAS,1.204,0.291879,0.9247,0.6741,,,,,,,,,,-0.47903855685446883
J1352.2-0945,RXCJ1352.2-0945,A1807,13,52,14.0,-,9,45,33,208.058,-9.759,326.779,50.276,0.2021,NORAS/REFLEX,REFLEX,3.327,3.015672,3.4724,0.9995,,,,,,,,,,
J1353.0+0509,RXC J1353.0+0509,A1809,13,53,1.0,,5,9,18,208.254,5.155,339.388,63.58,0.0788,NORAS/REFLEX,NORAS,1.489,1.044658,1.9898,0.8657,,BCS,,,,0.804,,,,-0.4710733250641391
J1353.4-2753,RXCJ1353.4-2753,,13,53,29.3,-,27,53,19,208.372,-27.889,319.304,33.003,0.0468,NORAS/REFLEX,REFLEX,0.918,0.261925,0.8749,0.6651,B,,,,,,,,,-0.48663485052768907
J1354.0+1455,RXC J1354.0+1455,A1814,13,54,2.3,,14,55,23,208.51,14.923,356.121,70.999,0.1251,NORAS/REFLEX,NORAS,2.242,1.305702,2.2064,0.8824,,eBCS,,,,1.015,,,,
J1354.2-0221,BVH2007 181,VMF98 151,13,54,16.8,-,2,21,46,208.57,-2.363,332.583,56.847,0.546,400SD,400SD_SER,6.388,2.071784,2.0887,0.7402,,SHARC_SOUTH,160SD,,,0.881,1.027,,,
J1354.6+7715,RXC J1354.6+7715,,13,54,37.8,,77,15,35,208.658,77.26,118.481,39.317,0.3967,NORAS/REFLEX,NORAS,5.346,8.733438,5.69,1.096,,,,,,,,,,
J1354.8+6917,RX J1354.8+6917,VMF98 152,13,54,49.1,,69,17,20,208.705,69.289,114.818,46.828,0.207,160SD,160SD,3.389,0.121863,0.489,0.5191,,,,,,,,,,
J1357.3+6232,BVH2007 182,,13,57,19.4,,62,32,42,209.331,62.545,110.401,52.951,0.525,400SD,400SD_SER,6.262,2.520954,2.3964,0.7813,,,,,,,,,,
J1358.0+2038,RXC J1358.0+2038,A1825,13,58,2.0,,20,38,11,209.508,20.636,13.389,73.47,0.062,NORAS/REFLEX,NORAS,1.195,0.117945,0.5323,0.5609,,,,,,,,,,-0.4792170698013739
J1358.9-4750,RXC J1358.9-4750,,13,58,56.9,-,47,50,19,209.737,-47.839,314.494,13.512,0.074,CIZA,CIZAII,1.406,2.44841,3.3558,1.0321,,,,,,,,,,-0.47342140971504393
J1359.2+2758,RXC J1359.2+2758,A1831,13,59,17.5,,27,58,22,209.823,27.973,40.069,74.948,0.0612,NORAS/REFLEX,NORAS,1.181,1.016556,1.9807,0.8693,,BCS,,,,0.994,,,,-0.47965136256030383
J1359.5+6219,BVH2007 NS 9,,13,59,34.1,,62,19,1,209.892,62.317,109.849,53.047,0.332,400SD,400SD_NONSER,4.771,2.29423,2.6547,0.8713,,,,,,,,,,
J1359.8+6231,RXC J1359.8+6231,Zw 1358.1+6245,13,59,53.1,,62,31,16,209.971,62.521,109.941,52.847,0.3259,NORAS/REFLEX,NORAS,4.713,5.624789,4.6093,1.0497,,EMSS_2004,,,,0.56,,,,
J1400.2+7207,RXC J1400.2+7207,A1851,14,0,14.4,,72,7,32,210.06,72.126,115.681,44.021,0.2143,NORAS/REFLEX,NORAS,3.481,2.062938,2.7294,0.9184,,,,,,,,,,
J1401.0+0252,RXC J1401.0+0252,A1835,14,1,2.3,,2,52,48,210.26,2.88,340.388,60.587,0.2528,NORAS/REFLEX,NORAS,3.942,19.721872,10.4956,1.4189,,BCS,,,,1.122,,,,
J1401.6-1107,RXCJ1401.6-1107,A1837,14,1,36.7,-,11,7,28,210.403,-11.125,329.236,48.131,0.0698,NORAS/REFLEX,REFLEX,1.333,0.637642,1.4817,0.787,losStr,,,,,,,,,-0.4754699453444862
J1403.5-3359,RXCJ1403.5-3359,S0753,14,3,35.9,-,33,59,16,210.9,-33.988,319.611,26.536,0.0132,NORAS/REFLEX,REFLEX,0.27,0.035984,0.2666,0.4523,,,,,,,,,,-0.5023011998361013
J1404.4+0423,MS1401.9+0437,,14,4,27.9,,4,23,3,211.116,4.384,343.587,61.351,0.23,EMSS,EMSS_1994,3.674,0.506584,1.1455,0.6837,,,,,,,,,,
J1406.2+2830,RX J1406.2+2830,VMF98 153,14,6,16.3,,28,30,52,211.568,28.514,42.075,73.413,0.546,160SD,160SD,6.388,1.288913,1.5639,0.6721,RDCS/WARPS1,WARPS,,,,1.03,,,,
